profile,seed,snr_db,l_value,sample_index,grid_channel_nmse_db,candan_channel_nmse_db,candan_gain_vs_grid_db,candan_residual_reduction_fraction,gate_pass,candan_minimum_zeta,candan_mean_zeta,candan_clipping_rate,grid_delay_rmse_bins,grid_delay_rmse_ns,grid_projected_spatial_rmse_bins,grid_projected_spatial_rmse,grid_joint_quarter_bin_hit,grid_joint_tenth_bin_hit,grid_delay_quarter_bin_hit,grid_spatial_quarter_bin_hit,grid_delay_tenth_bin_hit,grid_spatial_tenth_bin_hit,grid_median_delay_error_bins,grid_median_projected_spatial_error_bins,grid_median_coordinate_error_bins,candan_delay_rmse_bins,gated_candan_delay_rmse_bins,candan_delay_rmse_ns,gated_candan_delay_rmse_ns,candan_projected_spatial_rmse_bins,gated_candan_projected_spatial_rmse_bins,candan_projected_spatial_rmse,gated_candan_projected_spatial_rmse,candan_joint_quarter_bin_hit,gated_candan_joint_quarter_bin_hit,candan_joint_tenth_bin_hit,gated_candan_joint_tenth_bin_hit,candan_delay_quarter_bin_hit,gated_candan_delay_quarter_bin_hit,candan_spatial_quarter_bin_hit,gated_candan_spatial_quarter_bin_hit,candan_delay_tenth_bin_hit,gated_candan_delay_tenth_bin_hit,candan_spatial_tenth_bin_hit,gated_candan_spatial_tenth_bin_hit,candan_median_delay_error_bins,gated_candan_median_delay_error_bins,candan_median_projected_spatial_error_bins,gated_candan_median_projected_spatial_error_bins,candan_median_coordinate_error_bins,gated_candan_median_coordinate_error_bins
A,20260628,0.0,4,10,-5.537472024063788,-7.963359886448201,2.425887862384413,0.05703820730997278,1,0.125838413587204,0.5791408244089893,0.5,1.0239978444029005,133.33305265662767,0.3629283216132744,0.0907320804033186,0.0,0.0,0.0,0.5,0.0,0.5,0.9213184173640946,0.23291015625,0.9570979547189001,0.6794428095324827,0.6794428095324827,88.46911582454203,88.46911582454203,0.7365317610551686,0.7365317610551686,0.18413294026379215,0.18413294026379215,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.42981853398661785,0.42981853398661785,0.6151238830517738,0.6151238830517738,0.786675706925752,0.786675706925752
A,20260628,0.0,4,11,-6.780171495164682,-14.701411362346146,7.921239867181464,0.07689274088034143,1,0.39303011511644526,0.6571921949779171,0.625,0.7486860267921026,97.48515973855504,0.3291577028108292,0.0822894257027073,0.0,0.0,0.0,0.75,0.0,0.25,0.48213760490034474,0.1533203125,0.6474563615609468,0.4006210941993377,0.4006210941993377,52.1642049738721,52.1642049738721,0.5819007968520596,0.5819007968520596,0.1454751992130149,0.1454751992130149,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.06989716080038376,0.06989716080038376,0.19086672566262042,0.19086672566262042,0.47106636489783693,0.47106636489783693
A,20260628,0.0,4,12,-7.0484798447326416,-14.531616128271668,7.483136283539027,0.08458506059865123,1,0.30665635927243,0.7194046880670526,0.375,0.764093332513369,99.49131933767826,0.6680883110970889,0.16702207777427222,0.0,0.0,0.0,0.5,0.0,0.25,0.5322559890264529,0.20947265625,0.9608168203689268,0.4101666554953921,0.4101666554953921,53.40711660096252,53.40711660096252,0.9046194694223718,0.9046194694223718,0.22615486735559295,0.22615486735559295,0.5,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.1370606773152936,0.1370606773152936,0.13112287549686874,0.13112287549686874,0.4716815767075596,0.4716815767075596
A,20260628,0.0,4,13,-8.677030027416725,-14.89537076676682,6.218340739350095,0.037057089365796825,1,0.521820786345744,0.8211956147465604,0.25,7.24327922382857,943.1353156026785,0.7809507178217981,0.19523767945544954,0.0,0.0,0.0,0.75,0.0,0.5,0.9213184173640946,0.09326171875,0.9243639512777932,7.169451282965789,7.169451282965789,933.5223024695039,933.5223024695039,0.9507443029801972,0.9507443029801972,0.2376860757450493,0.2376860757450493,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.4213184173640896,0.4213184173640896,0.08718194707449545,0.08718194707449545,0.4295658426909305,0.4295658426909305
A,20260628,0.0,4,14,-9.055357467815146,-13.358419452059138,4.3030619842439926,0.011760536457521176,1,0.3501520290894636,0.6892525533487047,0.375,0.7688050564437395,100.1048250577786,0.7859910161812921,0.19649775404532302,0.0,0.0,0.0,0.75,0.0,0.5,0.5459136233766912,0.11767578125,0.9221464662549641,0.39882811168895055,0.39882811168895055,51.93074370949877,51.93074370949877,0.6656483339491666,0.6656483339491666,0.16641208348729164,0.16641208348729164,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.05061217581165424,0.05061217581165424,0.06929274690771026,0.06929274690771026,0.45303825855702495,0.45303825855702495
A,20260628,0.0,4,15,-8.283025544640438,-15.438499119480083,7.155473574839645,0.10404674808770137,1,0.30782604707315037,0.7716739606906482,0.375,0.776570647432836,101.1159697178172,0.39282552790072517,0.09820638197518129,0.0,0.0,0.0,0.5,0.0,0.5,0.5672000123813632,0.28515625,0.7103352505682226,0.43248175673944,0.43248175673944,56.31272874211459,56.31272874211459,0.5799888892834355,0.5799888892834355,0.14499722232085888,0.14499722232085888,0.5,0.5,0.0,0.0,0.5,0.5,0.75,0.75,0.5,0.5,0.0,0.0,0.1943483810165034,0.1943483810165034,0.22007535962626346,0.22007535962626346,0.5178723720468854,0.5178723720468854
A,20260628,0.0,4,16,-8.079969277534936,-15.104808660884544,7.024839383349608,0.06095550693482532,1,0.3264882930758529,0.7336941641292634,0.375,0.45432627233191397,59.15706670988464,0.7057586513614676,0.1764396628403669,0.0,0.0,0.0,0.25,0.0,0.25,0.4292288111973903,0.4560546875,0.7147181571048455,0.29079544305174854,0.29079544305174854,37.863989980696424,37.863989980696424,0.6467944523540442,0.6467944523540442,0.16169861308851105,0.16169861308851105,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.2485841461485343,0.2485841461485343,0.3352947741699319,0.3352947741699319,0.4399602555246607,0.4399602555246607
A,20260628,0.0,4,17,-5.124240223725652,-16.25438233473318,11.130142111007528,0.1246159161416674,1,0.3635179383523883,0.7450906362782808,0.375,0.4721721506912447,61.48074878792249,0.4445682128127312,0.1111420532031828,0.0,0.0,0.0,0.0,0.0,0.0,0.4023551855425467,0.32373046875,0.6435480106638292,0.14238514176587508,0.14238514176587508,18.539732000764985,18.539732000764985,0.6139043313729079,0.6139043313729079,0.15347608284322697,0.15347608284322697,0.75,0.75,0.0,0.0,1.0,1.0,0.75,0.75,0.25,0.25,0.5,0.5,0.1398982555316408,0.1398982555316408,0.11903654682499454,0.11903654682499454,0.2310074360941584,0.2310074360941584
A,20260628,0.0,4,18,-8.095630628153696,-14.712586881880906,6.61695625372721,0.07233211664327499,1,0.0703569045954798,0.6013792256117072,0.375,1.0089596438774129,131.37495362987147,0.869044197819813,0.21726104945495325,0.0,0.0,0.0,0.25,0.0,0.0,0.9213184173640946,0.35986328125,0.9498534616463499,0.6746986329056522,0.6746986329056522,87.85138449292347,87.85138449292347,0.7945358812713551,0.7945358812713551,0.19863397031783878,0.19863397031783878,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.5079103938332976,0.5079103938332976,0.31338313454208744,0.31338313454208744,0.9510345445918558,0.9510345445918558
A,20260628,0.0,4,19,-7.686448896546089,-19.389440974821312,11.702992078275223,0.07154211048604786,1,0.4279800894899158,0.7390945656323122,0.375,0.776570647432836,101.1159697178172,0.782462133399347,0.19561553334983675,0.0,0.0,0.0,0.25,0.0,0.25,0.5672000123813632,0.51220703125,0.9941935313236192,0.4211210346038736,0.4211210346038736,54.833468047379384,54.833468047379384,0.9331001956080508,0.9331001956080508,0.2332750489020127,0.2332750489020127,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.14743501921915936,0.14743501921915936,0.6051214268377183,0.6051214268377183,0.825021569952745,0.825021569952745
A,20260628,0.0,4,20,-7.356530864041119,-14.101908388496405,6.745377524455286,0.06670171014604925,1,0.10692475913855992,0.6805903818039019,0.25,0.4409213150781212,57.411629567463706,0.9209471090001226,0.23023677725003064,0.0,0.0,0.0,0.25,0.0,0.25,0.4258048172923737,0.5234375,0.7207238452782455,0.19952515362238046,0.19952515362238046,25.97983771124746,25.97983771124746,0.7726561005491831,0.7726561005491831,0.19316402513729578,0.19316402513729578,0.75,0.75,0.0,0.0,0.75,0.75,0.75,0.75,0.5,0.5,0.0,0.0,0.15313203470526915,0.15313203470526915,0.1920190595401774,0.1920190595401774,0.2442773738469982,0.2442773738469982
A,20260628,0.0,4,21,-7.599196150828003,-14.216208188263746,6.617012037435743,0.08812670332266898,1,0.37564174773287595,0.8179961906488671,0.375,1.0239978444029005,133.33305265662767,0.35140818281986375,0.08785204570496594,0.0,0.0,0.0,0.5,0.0,0.25,0.9213184173640946,0.3046875,0.9513628982369662,0.7231390542434198,0.7231390542434198,94.15873102127863,94.15873102127863,0.5586101648449352,0.5586101648449352,0.1396525412112338,0.1396525412112338,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.42922881119738876,0.42922881119738876,0.2851418895759652,0.2851418895759652,0.5799650293410712,0.5799650293410712
A,20260628,0.0,4,22,-7.453667984523754,-11.979969122525421,4.526301138001667,0.0655811453330748,1,0.27330740389996,0.7333698465370966,0.25,0.8984975337486808,116.99186637352615,0.7617697674221192,0.1904424418555298,0.0,0.0,0.0,0.25,0.0,0.0,0.6030271778290626,0.50341796875,1.1861645468831032,0.5019611907423738,0.5019611907423738,65.35953004457993,65.35953004457993,0.874280510928622,0.874280510928622,0.2185701277321555,0.2185701277321555,0.75,0.75,0.0,0.0,0.75,0.75,0.75,0.75,0.5,0.5,0.0,0.0,0.12764654623198624,0.12764654623198624,0.16167420246817787,0.16167420246817787,0.19862645330874185,0.19862645330874185
A,20260628,0.0,4,23,-9.083533655926798,-15.926308759464828,6.842775103538029,0.04653893277200111,1,0.22929043838030166,0.7093526818546836,0.25,1.05465920066593,137.32541675337632,0.8166921014782397,0.20417302536955992,0.0,0.0,0.0,0.5,0.0,0.25,0.9213184173640946,0.2353515625,0.9294631553107531,0.9477924333099992,0.9477924333099992,123.41047308723948,123.41047308723948,0.8785220681714403,0.8785220681714403,0.21963051704286007,0.21963051704286007,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.4213184173640896,0.4213184173640896,0.24638394119433027,0.24638394119433027,0.5561706093240453,0.5561706093240453
A,20260628,0.0,4,24,-5.723471689793399,-12.177778867273217,6.4543071774798175,0.1084905568282305,1,0.13760115712369064,0.7086224697517317,0.375,0.8074168543067114,105.13240290451972,0.3597847634194221,0.08994619085485553,0.0,0.0,0.0,0.0,0.0,0.0,0.4292288111973903,0.3427734375,0.5743014396301636,0.5985919968401968,0.5985919968401968,77.94166625523397,77.94166625523397,0.23028659793780673,0.23028659793780673,0.05757164948445168,0.05757164948445168,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.06557038074711842,0.06557038074711842,0.12369012400355661,0.12369012400355661,0.14529399962137185,0.14529399962137185
A,20260628,0.0,4,25,-7.790716995730299,-10.433778857771632,2.643061862041333,0.03633727793251351,1,0.21461738018470278,0.7651596102844319,0.25,1.360159759399168,177.10413533843334,0.8586741971205011,0.21466854928012527,0.0,0.0,0.0,0.75,0.0,0.25,0.9292288111973938,0.10400390625,1.5301958690861124,1.218543109883152,1.218543109883152,158.6644674327021,158.6644674327021,0.8026036502438053,0.8026036502438053,0.20065091256095133,0.20065091256095133,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.4298494594683311,0.4298494594683311,0.2107263774020347,0.2107263774020347,0.5346361611477863,0.5346361611477863
A,20260628,0.0,4,26,-7.218261875482331,-16.694415840411963,9.476153964929633,0.05962281649125234,1,0.5900816489390699,0.8467631768743019,0.375,0.8074168543067114,105.13240290451972,0.5691570962945566,0.14228927407363914,0.0,0.0,0.0,0.5,0.0,0.25,0.4292288111973903,0.357421875,0.7831073008402045,0.6063151609831755,0.6063151609831755,78.94728658635098,78.94728658635098,0.6033461792562083,0.6033461792562083,0.15083654481405206,0.15083654481405206,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.1223706420364401,0.1223706420364401,0.3529879739017341,0.3529879739017341,0.3743994996076053,0.3743994996076053
A,20260628,0.0,4,27,-6.156694616605015,-13.843649211167744,7.686954594562729,0.09366917888432513,1,0.7415324663014751,0.8194571811825169,0.625,0.48440927612207524,63.07412449506189,0.395174616111192,0.098793654027798,0.0,0.0,0.0,0.25,0.0,0.0,0.4327999876186368,0.326171875,0.6596772401059814,0.09000367974763082,0.09000367974763082,11.719229133806097,11.719229133806097,0.5762477662450032,0.5762477662450032,0.1440619415612508,0.1440619415612508,0.75,0.75,0.25,0.25,1.0,1.0,0.75,0.75,0.75,0.75,0.25,0.25,0.08389383360939459,0.08389383360939459,0.22016977648027147,0.22016977648027147,0.24377239469844542,0.24377239469844542
A,20260628,0.0,4,28,-6.195658156233818,-18.03340250112013,11.83774434488631,0.07983981747568958,1,0.2732925361863199,0.7044419370532284,0.375,1.0239978444029005,133.33305265662767,0.2905232405172427,0.07263081012931068,0.0,0.0,0.0,0.75,0.0,0.25,0.9213184173640946,0.1328125,0.9257630429408608,0.6645663895092342,0.6645663895092342,86.5320819673482,86.5320819673482,0.5517353350870251,0.5517353350870251,0.13793383377175628,0.13793383377175628,0.25,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.42922881119738876,0.42922881119738876,0.22862741442011147,0.22862741442011147,0.549380446901852,0.549380446901852
A,20260628,0.0,4,29,-7.982973035516917,-16.62252994350533,8.639556907988414,0.044661693901826394,1,0.42043414029497106,0.7435758119908096,0.5,0.45432627233191397,59.15706670988464,0.577960222835705,0.14449005570892626,0.0,0.0,0.0,0.5,0.0,0.25,0.4292288111973903,0.41552734375,0.6914517526945844,0.09524163789835782,0.09524163789835782,12.40125493468201,12.40125493468201,0.6001741815923763,0.6001741815923763,0.15004354539809409,0.15004354539809409,0.5,0.5,0.25,0.25,1.0,1.0,0.5,0.5,0.75,0.75,0.25,0.25,0.08703564296674669,0.08703564296674669,0.3236807876588319,0.3236807876588319,0.33680663867052013,0.33680663867052013
A,20260628,0.0,4,30,-8.763834828300483,-13.868653697331418,5.104818869030934,0.05150452978983089,1,0.3982015530168403,0.75821239140914,0.25,13.290727083118712,1730.5634222810825,0.82694289570979,0.2067357239274475,0.0,0.0,0.0,0.5,0.0,0.0,0.9213184173640946,0.2509765625,0.9490154473327166,13.100033970796533,13.100033970796533,1705.7335899474654,1705.7335899474654,0.9379941251877045,0.9379941251877045,0.23449853129692613,0.23449853129692613,0.5,0.5,0.0,0.0,0.5,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.4920896061666993,0.4920896061666993,0.18627251756929786,0.18627251756929786,0.5360551023765154,0.5360551023765154
A,20260628,0.0,4,31,-5.782485867348228,-12.877296323925227,7.094810456576999,0.0733814231270985,1,0.7360507756171709,0.8516773184185691,0.25,0.40482237832227513,52.711247177379576,0.4693142356093681,0.11732855890234202,0.0,0.0,0.0,0.5,0.0,0.0,0.3620287988160271,0.421875,0.6441480523966867,0.09304410412120721,0.09304410412120721,12.115117724115523,12.115117724115523,0.5753390547782907,0.5753390547782907,0.14383476369457268,0.14383476369457268,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,0.25,0.08910338135952145,0.08910338135952145,0.33218580615281157,0.33218580615281157,0.348490904507588,0.348490904507588
A,20260628,0.0,4,32,-7.106304014725724,-15.818698746549533,8.712394731823808,0.07487528979014552,1,0.5237483059983121,0.8271254045640613,0.25,0.4409213150781212,57.411629567463706,0.3981795130227878,0.09954487825569695,0.0,0.0,0.0,0.5,0.0,0.5,0.4258048172923737,0.28857421875,0.5918837057463047,0.22415791709620098,0.22415791709620098,29.187228788567836,29.187228788567836,0.19074801711422615,0.19074801711422615,0.04768700427855654,0.04768700427855654,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.06072014022516825,0.06072014022516825,0.10614322239021323,0.10614322239021323,0.11300402110669275,0.11300402110669275
A,20260628,0.0,4,33,-5.6913767235464405,-15.575901028114231,9.88452430456779,0.12760074195947546,1,0.15697739790194917,0.6438299722348912,0.375,0.40427567600695696,52.640061980072524,0.5146945302977608,0.1286736325744402,0.0,0.0,0.0,0.5,0.0,0.25,0.3609600162235438,0.40087890625,0.6798749375540136,0.10781644569576719,0.10781644569576719,14.038599699969687,14.038599699969687,0.6621746097673555,0.6621746097673555,0.16554365244183888,0.16554365244183888,0.25,0.25,0.0,0.0,1.0,1.0,0.25,0.25,0.75,0.75,0.0,0.0,0.08779413553792637,0.08779413553792637,0.3564839584737116,0.3564839584737116,0.3779613027556462,0.3779613027556462
A,20260628,0.0,4,34,-8.196251890250322,-17.694300887981612,9.49804899773129,0.042669955280572935,1,0.3320655942499861,0.6681225012460921,0.375,1.0239978444029005,133.33305265662767,0.3538540226881116,0.0884635056720279,0.0,0.0,0.0,0.5,0.0,0.25,0.9213184173640946,0.2236328125,0.9560323496588805,0.736187133021117,0.736187133021117,95.85769961212462,95.85769961212462,0.5738294426197037,0.5738294426197037,0.14345736065492593,0.14345736065492593,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.42922881119738876,0.42922881119738876,0.12617722618612226,0.12617722618612226,0.49244006187744904,0.49244006187744904
A,20260628,0.0,4,35,-9.335885693898394,-15.48050142461629,6.144615730717897,0.04312276752365829,1,0.3552858045533917,0.7414184333085252,0.25,1.4673193362553443,191.0572052415813,0.8676937790497637,0.21692344476244094,0.0,0.0,0.0,0.75,0.0,0.5,0.9402495950562332,0.1298828125,1.5580685430256205,1.1889220770810043,1.1889220770810043,154.80756211992244,154.80756211992244,0.8507571365387145,0.8507571365387145,0.21268928413467864,0.21268928413467864,0.25,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4920896061666993,0.4920896061666993,0.17174427062892406,0.17174427062892406,1.2406954230943867,1.2406954230943867
A,20260628,0.0,4,36,-7.736595146925309,-13.925775951132628,6.18918080420732,0.0740752643044914,1,0.2715749874886964,0.6490404600117596,0.375,0.7383411077793043,96.13816507543025,0.7883245964722122,0.19708114911805305,0.0,0.0,0.0,0.75,0.0,0.25,0.45408637662330875,0.224609375,0.9076982062302973,0.7056884396728652,0.7056884396728652,91.88651558240433,91.88651558240433,0.7252302343335496,0.7252302343335496,0.1813075585833874,0.1813075585833874,0.25,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.25,0.25,0.0,0.0,0.4920896061666993,0.4920896061666993,0.5880899768084791,0.5880899768084791,0.8941537164391347,0.8941537164391347
A,20260628,0.0,4,37,-4.251172319990871,-10.49273200590591,6.24155968591504,0.11194579534618765,1,0.1989086109124131,0.7403714834690768,0.375,0.8074168543067114,105.13240290451972,0.3911498549144992,0.0977874637286248,0.0,0.0,0.0,0.5,0.0,0.0,0.4292288111973903,0.31689453125,0.6416927334769839,0.559823879179825,0.559823879179825,72.89373426820639,72.89373426820639,0.31965548993282367,0.31965548993282367,0.07991387248320592,0.07991387248320592,0.5,0.5,0.0,0.0,0.75,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.1417528664879022,0.1417528664879022,0.30495204073053017,0.30495204073053017,0.34657692130363005,0.34657692130363005
